driver_id,gender,age,number_of_kids,date,ping_count,hours_online_float,hours_online,day_of_week,day_of_week_name
614848,MALE,45,4,2017-06-05,191,0.7958333333333333,1.0,0,Monday
614848,MALE,45,4,2017-06-06,611,2.5458333333333334,3.0,1,Tuesday
614848,MALE,45,4,2017-06-07,596,2.4833333333333334,2.0,2,Wednesday
614848,MALE,45,4,2017-06-08,43,0.17916666666666667,0.0,3,Thursday
614848,MALE,45,4,2017-06-09,458,1.9083333333333334,2.0,4,Friday
614848,MALE,45,4,2017-06-10,1509,6.2875,6.0,5,Saturday
614848,MALE,45,4,2017-06-12,330,1.375,1.0,0,Monday
614848,MALE,45,4,2017-06-13,242,1.0083333333333333,1.0,1,Tuesday
614848,MALE,45,4,2017-06-14,591,2.4625,2.0,2,Wednesday
614848,MALE,45,4,2017-06-15,532,2.216666666666667,2.0,3,Thursday
614848,MALE,45,4,2017-06-16,989,4.120833333333334,4.0,4,Friday
614848,MALE,45,4,2017-06-17,1343,5.595833333333333,6.0,5,Saturday
614848,MALE,45,4,2017-06-20,846,3.525,4.0,1,Tuesday
614848,MALE,45,4,2017-06-21,182,0.7583333333333333,1.0,2,Wednesday
775046,MALE,62,3,2017-06-01,781,3.254166666666667,3.0,3,Thursday
775046,MALE,62,3,2017-06-02,813,3.3875,3.0,4,Friday
775046,MALE,62,3,2017-06-03,1058,4.408333333333333,4.0,5,Saturday
775046,MALE,62,3,2017-06-04,849,3.5375,4.0,6,Sunday
775046,MALE,62,3,2017-06-06,1201,5.004166666666666,5.0,1,Tuesday
775046,MALE,62,3,2017-06-07,1086,4.525,5.0,2,Wednesday
775046,MALE,62,3,2017-06-08,1046,4.358333333333333,4.0,3,Thursday
775046,MALE,62,3,2017-06-10,1402,5.841666666666667,6.0,5,Saturday
775046,MALE,62,3,2017-06-11,1006,4.191666666666666,4.0,6,Sunday
775046,MALE,62,3,2017-06-12,1503,6.2625,6.0,0,Monday
775046,MALE,62,3,2017-06-13,1604,6.683333333333334,7.0,1,Tuesday
775046,MALE,62,3,2017-06-14,792,3.3,3.0,2,Wednesday
775046,MALE,62,3,2017-06-15,1837,7.654166666666667,8.0,3,Thursday
775046,MALE,62,3,2017-06-16,1736,7.233333333333333,7.0,4,Friday
775046,MALE,62,3,2017-06-17,1730,7.208333333333333,7.0,5,Saturday
775046,MALE,62,3,2017-06-18,1797,7.4875,7.0,6,Sunday
775046,MALE,62,3,2017-06-19,965,4.020833333333333,4.0,0,Monday
775046,MALE,62,3,2017-06-20,1747,7.279166666666667,7.0,1,Tuesday
775046,MALE,62,3,2017-06-21,1443,6.0125,6.0,2,Wednesday
991601,MALE,23,0,2017-06-01,864,3.6,4.0,3,Thursday
991601,MALE,23,0,2017-06-02,1064,4.433333333333334,4.0,4,Friday
991601,MALE,23,0,2017-06-05,810,3.375,3.0,0,Monday
991601,MALE,23,0,2017-06-06,89,0.37083333333333335,0.0,1,Tuesday
991601,MALE,23,0,2017-06-08,356,1.4833333333333334,1.0,3,Thursday
991601,MALE,23,0,2017-06-09,90,0.375,0.0,4,Friday
991601,MALE,23,0,2017-06-12,470,1.9583333333333333,2.0,0,Monday
991601,MALE,23,0,2017-06-13,1139,4.745833333333334,5.0,1,Tuesday
991601,MALE,23,0,2017-06-14,416,1.7333333333333334,2.0,2,Wednesday
991601,MALE,23,0,2017-06-15,232,0.9666666666666667,1.0,3,Thursday
991601,MALE,23,0,2017-06-16,182,0.7583333333333333,1.0,4,Friday
991601,MALE,23,0,2017-06-19,571,2.379166666666667,2.0,0,Monday
991601,MALE,23,0,2017-06-20,1025,4.270833333333333,4.0,1,Tuesday
991601,MALE,23,0,2017-06-21,1005,4.1875,4.0,2,Wednesday
670477,MALE,36,1,2017-06-01,1396,5.816666666666666,6.0,3,Thursday
670477,MALE,36,1,2017-06-02,1566,6.525,7.0,4,Friday
670477,MALE,36,1,2017-06-06,1241,5.170833333333333,5.0,1,Tuesday
670477,MALE,36,1,2017-06-08,1437,5.9875,6.0,3,Thursday
670477,MALE,36,1,2017-06-09,1258,5.241666666666666,5.0,4,Friday
670477,MALE,36,1,2017-06-12,1379,5.745833333333334,6.0,0,Monday
670477,MALE,36,1,2017-06-13,2227,9.279166666666667,9.0,1,Tuesday
670477,MALE,36,1,2017-06-15,1287,5.3625,5.0,3,Thursday
670477,MALE,36,1,2017-06-16,2125,8.854166666666666,9.0,4,Friday
670477,MALE,36,1,2017-06-19,2174,9.058333333333334,9.0,0,Monday
670477,MALE,36,1,2017-06-20,1976,8.233333333333333,8.0,1,Tuesday
194053,MALE,35,0,2017-06-01,534,2.225,2.0,3,Thursday
194053,MALE,35,0,2017-06-02,999,4.1625,4.0,4,Friday
194053,MALE,35,0,2017-06-03,1237,5.154166666666667,5.0,5,Saturday
194053,MALE,35,0,2017-06-04,1866,7.775,8.0,6,Sunday
194053,MALE,35,0,2017-06-05,814,3.3916666666666666,3.0,0,Monday
194053,MALE,35,0,2017-06-06,944,3.933333333333333,4.0,1,Tuesday
194053,MALE,35,0,2017-06-07,839,3.495833333333333,3.0,2,Wednesday
194053,MALE,35,0,2017-06-08,742,3.091666666666667,3.0,3,Thursday
194053,MALE,35,0,2017-06-09,200,0.8333333333333334,1.0,4,Friday
194053,MALE,35,0,2017-06-10,1396,5.816666666666666,6.0,5,Saturday
194053,MALE,35,0,2017-06-11,1294,5.391666666666667,5.0,6,Sunday
194053,MALE,35,0,2017-06-12,509,2.120833333333333,2.0,0,Monday
194053,MALE,35,0,2017-06-13,376,1.5666666666666667,2.0,1,Tuesday
194053,MALE,35,0,2017-06-14,636,2.65,3.0,2,Wednesday
194053,MALE,35,0,2017-06-15,413,1.7208333333333334,2.0,3,Thursday
194053,MALE,35,0,2017-06-17,1542,6.425,6.0,5,Saturday
194053,MALE,35,0,2017-06-18,1202,5.008333333333334,5.0,6,Sunday
194053,MALE,35,0,2017-06-19,750,3.125,3.0,0,Monday
194053,MALE,35,0,2017-06-20,391,1.6291666666666667,2.0,1,Tuesday
194053,MALE,35,0,2017-06-21,61,0.25416666666666665,0.0,2,Wednesday
364596,FEMALE,36,4,2017-06-01,409,1.7041666666666666,2.0,3,Thursday
364596,FEMALE,36,4,2017-06-02,629,2.620833333333333,3.0,4,Friday
364596,FEMALE,36,4,2017-06-03,295,1.2291666666666667,1.0,5,Saturday
364596,FEMALE,36,4,2017-06-04,299,1.2458333333333333,1.0,6,Sunday
364596,FEMALE,36,4,2017-06-05,624,2.6,3.0,0,Monday
364596,FEMALE,36,4,2017-06-06,376,1.5666666666666667,2.0,1,Tuesday
364596,FEMALE,36,4,2017-06-07,874,3.6416666666666666,4.0,2,Wednesday
364596,FEMALE,36,4,2017-06-08,420,1.75,2.0,3,Thursday
364596,FEMALE,36,4,2017-06-09,542,2.2583333333333333,2.0,4,Friday
364596,FEMALE,36,4,2017-06-10,1105,4.604166666666667,5.0,5,Saturday
364596,FEMALE,36,4,2017-06-12,866,3.6083333333333334,4.0,0,Monday
364596,FEMALE,36,4,2017-06-13,504,2.1,2.0,1,Tuesday
364596,FEMALE,36,4,2017-06-14,274,1.1416666666666666,1.0,2,Wednesday
364596,FEMALE,36,4,2017-06-15,1186,4.941666666666666,5.0,3,Thursday
364596,FEMALE,36,4,2017-06-16,471,1.9625,2.0,4,Friday
364596,FEMALE,36,4,2017-06-17,903,3.7625,4.0,5,Saturday
364596,FEMALE,36,4,2017-06-18,476,1.9833333333333334,2.0,6,Sunday
364596,FEMALE,36,4,2017-06-20,927,3.8625,4.0,1,Tuesday
364596,FEMALE,36,4,2017-06-21,159,0.6625,1.0,2,Wednesday
640428,MALE,28,0,2017-06-01,457,1.9041666666666666,2.0,3,Thursday
640428,MALE,28,0,2017-06-02,185,0.7708333333333334,1.0,4,Friday
640428,MALE,28,0,2017-06-05,313,1.3041666666666667,1.0,0,Monday
640428,MALE,28,0,2017-06-06,982,4.091666666666667,4.0,1,Tuesday
640428,MALE,28,0,2017-06-07,251,1.0458333333333334,1.0,2,Wednesday
640428,MALE,28,0,2017-06-08,547,2.279166666666667,2.0,3,Thursday
640428,MALE,28,0,2017-06-09,222,0.925,1.0,4,Friday
640428,MALE,28,0,2017-06-12,369,1.5375,2.0,0,Monday
640428,MALE,28,0,2017-06-13,1011,4.2125,4.0,1,Tuesday
640428,MALE,28,0,2017-06-15,393,1.6375,2.0,3,Thursday
640428,MALE,28,0,2017-06-16,313,1.3041666666666667,1.0,4,Friday
640428,MALE,28,0,2017-06-19,540,2.25,2.0,0,Monday
640428,MALE,28,0,2017-06-20,853,3.5541666666666667,4.0,1,Tuesday
640428,MALE,28,0,2017-06-21,717,2.9875,3.0,2,Wednesday
154517,MALE,25,2,2017-06-02,2220,9.25,9.0,4,Friday
154517,MALE,25,2,2017-06-03,1597,6.654166666666667,7.0,5,Saturday
154517,MALE,25,2,2017-06-04,2028,8.45,8.0,6,Sunday
154517,MALE,25,2,2017-06-05,1949,8.120833333333334,8.0,0,Monday
154517,MALE,25,2,2017-06-06,2527,10.529166666666667,11.0,1,Tuesday
154517,MALE,25,2,2017-06-07,2269,9.454166666666667,9.0,2,Wednesday
154517,MALE,25,2,2017-06-08,1607,6.695833333333334,7.0,3,Thursday
154517,MALE,25,2,2017-06-09,1596,6.65,7.0,4,Friday
154517,MALE,25,2,2017-06-10,1823,7.595833333333333,8.0,5,Saturday
154517,MALE,25,2,2017-06-11,1575,6.5625,7.0,6,Sunday
154517,MALE,25,2,2017-06-12,1528,6.366666666666666,6.0,0,Monday
154517,MALE,25,2,2017-06-13,1785,7.4375,7.0,1,Tuesday
154517,MALE,25,2,2017-06-14,2295,9.5625,10.0,2,Wednesday
154517,MALE,25,2,2017-06-15,2548,10.616666666666667,11.0,3,Thursday
154517,MALE,25,2,2017-06-16,1812,7.55,8.0,4,Friday
154517,MALE,25,2,2017-06-17,2218,9.241666666666667,9.0,5,Saturday
154517,MALE,25,2,2017-06-19,2330,9.708333333333334,10.0,0,Monday
154517,MALE,25,2,2017-06-20,1774,7.391666666666667,7.0,1,Tuesday
154517,MALE,25,2,2017-06-21,1865,7.770833333333333,8.0,2,Wednesday
526114,MALE,24,4,2017-06-01,2559,10.6625,11.0,3,Thursday
526114,MALE,24,4,2017-06-02,1590,6.625,7.0,4,Friday
526114,MALE,24,4,2017-06-03,1878,7.825,8.0,5,Saturday
526114,MALE,24,4,2017-06-04,2169,9.0375,9.0,6,Sunday
526114,MALE,24,4,2017-06-05,1698,7.075,7.0,0,Monday
526114,MALE,24,4,2017-06-07,2241,9.3375,9.0,2,Wednesday
526114,MALE,24,4,2017-06-08,1555,6.479166666666667,6.0,3,Thursday
526114,MALE,24,4,2017-06-09,2195,9.145833333333334,9.0,4,Friday
526114,MALE,24,4,2017-06-10,2125,8.854166666666666,9.0,5,Saturday
526114,MALE,24,4,2017-06-11,2128,8.866666666666667,9.0,6,Sunday
526114,MALE,24,4,2017-06-12,1983,8.2625,8.0,0,Monday
526114,MALE,24,4,2017-06-13,1992,8.3,8.0,1,Tuesday
526114,MALE,24,4,2017-06-14,1802,7.508333333333334,8.0,2,Wednesday
526114,MALE,24,4,2017-06-15,1936,8.066666666666666,8.0,3,Thursday
526114,MALE,24,4,2017-06-16,2302,9.591666666666667,10.0,4,Friday
526114,MALE,24,4,2017-06-17,2095,8.729166666666666,9.0,5,Saturday
526114,MALE,24,4,2017-06-18,2225,9.270833333333334,9.0,6,Sunday
526114,MALE,24,4,2017-06-19,1497,6.2375,6.0,0,Monday
526114,MALE,24,4,2017-06-20,1446,6.025,6.0,1,Tuesday
526114,MALE,24,4,2017-06-21,1610,6.708333333333333,7.0,2,Wednesday
845542,MALE,37,4,2017-06-01,1002,4.175,4.0,3,Thursday
845542,MALE,37,4,2017-06-02,250,1.0416666666666667,1.0,4,Friday
845542,MALE,37,4,2017-06-04,1807,7.529166666666667,8.0,6,Sunday
845542,MALE,37,4,2017-06-05,301,1.2541666666666667,1.0,0,Monday
845542,MALE,37,4,2017-06-06,1089,4.5375,5.0,1,Tuesday
845542,MALE,37,4,2017-06-07,158,0.6583333333333333,1.0,2,Wednesday
845542,MALE,37,4,2017-06-08,288,1.2,1.0,3,Thursday
845542,MALE,37,4,2017-06-09,1257,5.2375,5.0,4,Friday
845542,MALE,37,4,2017-06-11,1517,6.320833333333334,6.0,6,Sunday
845542,MALE,37,4,2017-06-12,1016,4.233333333333333,4.0,0,Monday
845542,MALE,37,4,2017-06-13,271,1.1291666666666667,1.0,1,Tuesday
845542,MALE,37,4,2017-06-14,867,3.6125,4.0,2,Wednesday
845542,MALE,37,4,2017-06-15,657,2.7375,3.0,3,Thursday
845542,MALE,37,4,2017-06-16,996,4.15,4.0,4,Friday
845542,MALE,37,4,2017-06-18,1786,7.441666666666666,7.0,6,Sunday
845542,MALE,37,4,2017-06-19,666,2.775,3.0,0,Monday
845542,MALE,37,4,2017-06-20,1143,4.7625,5.0,1,Tuesday
845542,MALE,37,4,2017-06-21,1005,4.1875,4.0,2,Wednesday
766736,MALE,19,1,2017-06-01,1643,6.845833333333333,7.0,3,Thursday
766736,MALE,19,1,2017-06-02,1699,7.079166666666667,7.0,4,Friday
766736,MALE,19,1,2017-06-03,1741,7.254166666666666,7.0,5,Saturday
766736,MALE,19,1,2017-06-04,1635,6.8125,7.0,6,Sunday
766736,MALE,19,1,2017-06-06,1502,6.258333333333334,6.0,1,Tuesday
766736,MALE,19,1,2017-06-07,1887,7.8625,8.0,2,Wednesday
766736,MALE,19,1,2017-06-08,281,1.1708333333333334,1.0,3,Thursday
766736,MALE,19,1,2017-06-09,1623,6.7625,7.0,4,Friday
766736,MALE,19,1,2017-06-10,1775,7.395833333333333,7.0,5,Saturday
766736,MALE,19,1,2017-06-11,2077,8.654166666666667,9.0,6,Sunday
766736,MALE,19,1,2017-06-12,2254,9.391666666666667,9.0,0,Monday
766736,MALE,19,1,2017-06-13,1765,7.354166666666667,7.0,1,Tuesday
766736,MALE,19,1,2017-06-14,2085,8.6875,9.0,2,Wednesday
766736,MALE,19,1,2017-06-15,1929,8.0375,8.0,3,Thursday
766736,MALE,19,1,2017-06-16,2203,9.179166666666667,9.0,4,Friday
766736,MALE,19,1,2017-06-17,1952,8.133333333333333,8.0,5,Saturday
766736,MALE,19,1,2017-06-18,91,0.37916666666666665,0.0,6,Sunday
766736,MALE,19,1,2017-06-19,1836,7.65,8.0,0,Monday
766736,MALE,19,1,2017-06-20,1928,8.033333333333333,8.0,1,Tuesday
766736,MALE,19,1,2017-06-21,1703,7.095833333333333,7.0,2,Wednesday
944021,MALE,39,0,2017-06-02,1694,7.058333333333334,7.0,4,Friday
944021,MALE,39,0,2017-06-05,1300,5.416666666666667,5.0,0,Monday
944021,MALE,39,0,2017-06-06,1644,6.85,7.0,1,Tuesday
944021,MALE,39,0,2017-06-07,2029,8.454166666666667,8.0,2,Wednesday
944021,MALE,39,0,2017-06-09,1349,5.620833333333334,6.0,4,Friday
944021,MALE,39,0,2017-06-12,1714,7.141666666666667,7.0,0,Monday
944021,MALE,39,0,2017-06-13,2012,8.383333333333333,8.0,1,Tuesday
944021,MALE,39,0,2017-06-14,1466,6.108333333333333,6.0,2,Wednesday
944021,MALE,39,0,2017-06-19,1724,7.183333333333334,7.0,0,Monday
944021,MALE,39,0,2017-06-20,1305,5.4375,5.0,1,Tuesday
944021,MALE,39,0,2017-06-21,2107,8.779166666666667,9.0,2,Wednesday
537441,MALE,41,4,2017-06-01,1575,6.5625,7.0,3,Thursday
537441,MALE,41,4,2017-06-02,2045,8.520833333333334,9.0,4,Friday
537441,MALE,41,4,2017-06-05,2094,8.725,9.0,0,Monday
537441,MALE,41,4,2017-06-06,1209,5.0375,5.0,1,Tuesday
537441,MALE,41,4,2017-06-08,1604,6.683333333333334,7.0,3,Thursday
537441,MALE,41,4,2017-06-09,1765,7.354166666666667,7.0,4,Friday
537441,MALE,41,4,2017-06-12,2083,8.679166666666667,9.0,0,Monday
537441,MALE,41,4,2017-06-13,2136,8.9,9.0,1,Tuesday
537441,MALE,41,4,2017-06-15,1691,7.045833333333333,7.0,3,Thursday
537441,MALE,41,4,2017-06-16,1796,7.483333333333333,7.0,4,Friday
537441,MALE,41,4,2017-06-19,1700,7.083333333333333,7.0,0,Monday
537441,MALE,41,4,2017-06-20,1693,7.054166666666666,7.0,1,Tuesday
410352,MALE,62,4,2017-06-01,1087,4.529166666666667,5.0,3,Thursday
410352,MALE,62,4,2017-06-02,509,2.120833333333333,2.0,4,Friday
410352,MALE,62,4,2017-06-03,1161,4.8375,5.0,5,Saturday
410352,MALE,62,4,2017-06-04,1088,4.533333333333333,5.0,6,Sunday
410352,MALE,62,4,2017-06-05,381,1.5875,2.0,0,Monday
410352,MALE,62,4,2017-06-06,438,1.825,2.0,1,Tuesday
410352,MALE,62,4,2017-06-07,596,2.4833333333333334,2.0,2,Wednesday
410352,MALE,62,4,2017-06-08,1008,4.2,4.0,3,Thursday
410352,MALE,62,4,2017-06-09,349,1.4541666666666666,1.0,4,Friday
410352,MALE,62,4,2017-06-10,1098,4.575,5.0,5,Saturday
410352,MALE,62,4,2017-06-11,1129,4.704166666666667,5.0,6,Sunday
410352,MALE,62,4,2017-06-12,1008,4.2,4.0,0,Monday
410352,MALE,62,4,2017-06-13,1161,4.8375,5.0,1,Tuesday
410352,MALE,62,4,2017-06-14,604,2.5166666666666666,3.0,2,Wednesday
410352,MALE,62,4,2017-06-15,805,3.3541666666666665,3.0,3,Thursday
410352,MALE,62,4,2017-06-16,1008,4.2,4.0,4,Friday
410352,MALE,62,4,2017-06-17,1190,4.958333333333333,5.0,5,Saturday
410352,MALE,62,4,2017-06-18,1395,5.8125,6.0,6,Sunday
410352,MALE,62,4,2017-06-19,424,1.7666666666666666,2.0,0,Monday
410352,MALE,62,4,2017-06-20,131,0.5458333333333333,1.0,1,Tuesday
410352,MALE,62,4,2017-06-21,348,1.45,1.0,2,Wednesday
208841,MALE,22,0,2017-06-01,2224,9.266666666666667,9.0,3,Thursday
208841,MALE,22,0,2017-06-02,1277,5.320833333333334,5.0,4,Friday
208841,MALE,22,0,2017-06-03,1329,5.5375,6.0,5,Saturday
208841,MALE,22,0,2017-06-04,1841,7.670833333333333,8.0,6,Sunday
208841,MALE,22,0,2017-06-05,1292,5.383333333333334,5.0,0,Monday
208841,MALE,22,0,2017-06-06,2033,8.470833333333333,8.0,1,Tuesday
208841,MALE,22,0,2017-06-07,1197,4.9875,5.0,2,Wednesday
208841,MALE,22,0,2017-06-08,2139,8.9125,9.0,3,Thursday
208841,MALE,22,0,2017-06-09,1662,6.925,7.0,4,Friday
208841,MALE,22,0,2017-06-10,2043,8.5125,9.0,5,Saturday
208841,MALE,22,0,2017-06-11,1999,8.329166666666667,8.0,6,Sunday
208841,MALE,22,0,2017-06-12,1535,6.395833333333333,6.0,0,Monday
208841,MALE,22,0,2017-06-13,2086,8.691666666666666,9.0,1,Tuesday
208841,MALE,22,0,2017-06-14,2349,9.7875,10.0,2,Wednesday
208841,MALE,22,0,2017-06-15,2110,8.791666666666666,9.0,3,Thursday
208841,MALE,22,0,2017-06-16,1742,7.258333333333334,7.0,4,Friday
208841,MALE,22,0,2017-06-17,2230,9.291666666666666,9.0,5,Saturday
208841,MALE,22,0,2017-06-18,1199,4.995833333333334,5.0,6,Sunday
208841,MALE,22,0,2017-06-19,1822,7.591666666666667,8.0,0,Monday
208841,MALE,22,0,2017-06-20,1352,5.633333333333334,6.0,1,Tuesday
208841,MALE,22,0,2017-06-21,2153,8.970833333333333,9.0,2,Wednesday
304774,MALE,23,4,2017-06-01,2293,9.554166666666667,10.0,3,Thursday
304774,MALE,23,4,2017-06-02,1750,7.291666666666667,7.0,4,Friday
304774,MALE,23,4,2017-06-03,2103,8.7625,9.0,5,Saturday
304774,MALE,23,4,2017-06-04,2243,9.345833333333333,9.0,6,Sunday
304774,MALE,23,4,2017-06-05,1590,6.625,7.0,0,Monday
304774,MALE,23,4,2017-06-06,2129,8.870833333333334,9.0,1,Tuesday
304774,MALE,23,4,2017-06-08,1595,6.645833333333333,7.0,3,Thursday
304774,MALE,23,4,2017-06-09,1483,6.179166666666666,6.0,4,Friday
304774,MALE,23,4,2017-06-10,1915,7.979166666666667,8.0,5,Saturday
304774,MALE,23,4,2017-06-12,2385,9.9375,10.0,0,Monday
304774,MALE,23,4,2017-06-13,2520,10.5,10.0,1,Tuesday
304774,MALE,23,4,2017-06-14,2277,9.4875,9.0,2,Wednesday
304774,MALE,23,4,2017-06-15,2203,9.179166666666667,9.0,3,Thursday
304774,MALE,23,4,2017-06-16,2219,9.245833333333334,9.0,4,Friday
304774,MALE,23,4,2017-06-17,1990,8.291666666666666,8.0,5,Saturday
304774,MALE,23,4,2017-06-18,1626,6.775,7.0,6,Sunday
304774,MALE,23,4,2017-06-19,2257,9.404166666666667,9.0,0,Monday
304774,MALE,23,4,2017-06-20,2148,8.95,9.0,1,Tuesday
304774,MALE,23,4,2017-06-21,2278,9.491666666666667,9.0,2,Wednesday
809879,MALE,27,2,2017-06-01,2079,8.6625,9.0,3,Thursday
809879,MALE,27,2,2017-06-02,2075,8.645833333333334,9.0,4,Friday
809879,MALE,27,2,2017-06-03,1583,6.595833333333333,7.0,5,Saturday
809879,MALE,27,2,2017-06-04,1835,7.645833333333333,8.0,6,Sunday
809879,MALE,27,2,2017-06-06,1998,8.325,8.0,1,Tuesday
809879,MALE,27,2,2017-06-07,2120,8.833333333333334,9.0,2,Wednesday
809879,MALE,27,2,2017-06-08,2217,9.2375,9.0,3,Thursday
809879,MALE,27,2,2017-06-09,2269,9.454166666666667,9.0,4,Friday
809879,MALE,27,2,2017-06-10,1612,6.716666666666667,7.0,5,Saturday
809879,MALE,27,2,2017-06-11,2454,10.225,10.0,6,Sunday
809879,MALE,27,2,2017-06-12,1755,7.3125,7.0,0,Monday
809879,MALE,27,2,2017-06-13,1490,6.208333333333333,6.0,1,Tuesday
809879,MALE,27,2,2017-06-14,2428,10.116666666666667,10.0,2,Wednesday
809879,MALE,27,2,2017-06-15,2291,9.545833333333333,10.0,3,Thursday
809879,MALE,27,2,2017-06-16,2272,9.466666666666667,9.0,4,Friday
809879,MALE,27,2,2017-06-17,2275,9.479166666666666,9.0,5,Saturday
809879,MALE,27,2,2017-06-18,2068,8.616666666666667,9.0,6,Sunday
809879,MALE,27,2,2017-06-19,1937,8.070833333333333,8.0,0,Monday
809879,MALE,27,2,2017-06-20,2519,10.495833333333334,10.0,1,Tuesday
809879,MALE,27,2,2017-06-21,2330,9.708333333333334,10.0,2,Wednesday
509204,MALE,61,3,2017-06-01,222,0.925,1.0,3,Thursday
509204,MALE,61,3,2017-06-02,141,0.5875,1.0,4,Friday
509204,MALE,61,3,2017-06-05,601,2.504166666666667,3.0,0,Monday
509204,MALE,61,3,2017-06-07,1243,5.179166666666666,5.0,2,Wednesday
509204,MALE,61,3,2017-06-08,1060,4.416666666666667,4.0,3,Thursday
509204,MALE,61,3,2017-06-09,916,3.816666666666667,4.0,4,Friday
509204,MALE,61,3,2017-06-12,1080,4.5,4.0,0,Monday
509204,MALE,61,3,2017-06-14,439,1.8291666666666666,2.0,2,Wednesday
509204,MALE,61,3,2017-06-15,1067,4.445833333333334,4.0,3,Thursday
509204,MALE,61,3,2017-06-16,1043,4.345833333333333,4.0,4,Friday
509204,MALE,61,3,2017-06-19,731,3.0458333333333334,3.0,0,Monday
509204,MALE,61,3,2017-06-21,830,3.4583333333333335,3.0,2,Wednesday
857801,FEMALE,19,0,2017-06-01,845,3.5208333333333335,4.0,3,Thursday
857801,FEMALE,19,0,2017-06-02,707,2.9458333333333333,3.0,4,Friday
857801,FEMALE,19,0,2017-06-05,154,0.6416666666666667,1.0,0,Monday
857801,FEMALE,19,0,2017-06-08,758,3.158333333333333,3.0,3,Thursday
857801,FEMALE,19,0,2017-06-09,870,3.625,4.0,4,Friday
857801,FEMALE,19,0,2017-06-12,277,1.1541666666666666,1.0,0,Monday
857801,FEMALE,19,0,2017-06-14,699,2.9125,3.0,2,Wednesday
857801,FEMALE,19,0,2017-06-15,626,2.6083333333333334,3.0,3,Thursday
857801,FEMALE,19,0,2017-06-16,624,2.6,3.0,4,Friday
857801,FEMALE,19,0,2017-06-19,850,3.5416666666666665,4.0,0,Monday
857801,FEMALE,19,0,2017-06-20,592,2.466666666666667,2.0,1,Tuesday
857801,FEMALE,19,0,2017-06-21,316,1.3166666666666667,1.0,2,Wednesday
841699,MALE,25,0,2017-06-01,1040,4.333333333333333,4.0,3,Thursday
841699,MALE,25,0,2017-06-02,186,0.775,1.0,4,Friday
841699,MALE,25,0,2017-06-03,1188,4.95,5.0,5,Saturday
841699,MALE,25,0,2017-06-05,247,1.0291666666666666,1.0,0,Monday
841699,MALE,25,0,2017-06-06,1003,4.179166666666666,4.0,1,Tuesday
841699,MALE,25,0,2017-06-07,936,3.9,4.0,2,Wednesday
841699,MALE,25,0,2017-06-09,954,3.975,4.0,4,Friday
841699,MALE,25,0,2017-06-10,1725,7.1875,7.0,5,Saturday
841699,MALE,25,0,2017-06-11,279,1.1625,1.0,6,Sunday
